instrument_token,exchange_token,tradingsymbol,name,last_price,expiry,strike,tick_size,lot_size,instrument_type,segment,exchange
20448770,79878,BPCL26JUL360PE,BPCL,0.0,2026-07-28,360.0,0.05,1975,PE,NFO-OPT,NFO
20448514,79877,BPCL26JUL360CE,BPCL,0.0,2026-07-28,360.0,0.05,1975,CE,NFO-OPT,NFO
20432898,79816,BPCL26JUL270CE,BPCL,0.0,2026-07-28,270.0,0.05,1975,CE,NFO-OPT,NFO
20433410,79818,BPCL26JUL270PE,BPCL,0.0,2026-07-28,270.0,0.05,1975,PE,NFO-OPT,NFO
20423170,79778,BPCL26JUL260CE,BPCL,0.0,2026-07-28,260.0,0.05,1975,CE,NFO-OPT,NFO
20432642,79815,BPCL26JUL260PE,BPCL,0.0,2026-07-28,260.0,0.05,1975,PE,NFO-OPT,NFO
20422658,79776,BPCL26JUL250CE,BPCL,0.0,2026-07-28,250.0,0.05,1975,CE,NFO-OPT,NFO
20422914,79777,BPCL26JUL250PE,BPCL,0.0,2026-07-28,250.0,0.05,1975,PE,NFO-OPT,NFO
20401154,79692,BPCL26JUL240CE,BPCL,0.0,2026-07-28,240.0,0.05,1975,CE,NFO-OPT,NFO
20422402,79775,BPCL26JUL240PE,BPCL,0.0,2026-07-28,240.0,0.05,1975,PE,NFO-OPT,NFO
20219650,78983,BPCL26AUG260CE,BPCL,0.0,2026-08-25,260.0,0.05,1975,CE,NFO-OPT,NFO
20219906,78984,BPCL26AUG260PE,BPCL,0.0,2026-08-25,260.0,0.05,1975,PE,NFO-OPT,NFO
20220162,78985,BPCL26AUG270CE,BPCL,0.0,2026-08-25,270.0,0.05,1975,CE,NFO-OPT,NFO
20225538,79006,BPCL26AUG270PE,BPCL,0.0,2026-08-25,270.0,0.05,1975,PE,NFO-OPT,NFO
20226050,79008,BPCL26AUG280CE,BPCL,0.0,2026-08-25,280.0,0.05,1975,CE,NFO-OPT,NFO
20226306,79009,BPCL26AUG280PE,BPCL,0.0,2026-08-25,280.0,0.05,1975,PE,NFO-OPT,NFO
20226562,79010,BPCL26AUG290CE,BPCL,0.0,2026-08-25,290.0,0.05,1975,CE,NFO-OPT,NFO
20226818,79011,BPCL26AUG290PE,BPCL,0.0,2026-08-25,290.0,0.05,1975,PE,NFO-OPT,NFO
20227074,79012,BPCL26AUG300CE,BPCL,0.0,2026-08-25,300.0,0.05,1975,CE,NFO-OPT,NFO
20227330,79013,BPCL26AUG300PE,BPCL,0.0,2026-08-25,300.0,0.05,1975,PE,NFO-OPT,NFO
20227586,79014,BPCL26AUG310CE,BPCL,0.0,2026-08-25,310.0,0.05,1975,CE,NFO-OPT,NFO
20227842,79015,BPCL26AUG310PE,BPCL,0.0,2026-08-25,310.0,0.05,1975,PE,NFO-OPT,NFO
20228098,79016,BPCL26AUG320CE,BPCL,0.0,2026-08-25,320.0,0.05,1975,CE,NFO-OPT,NFO
20228354,79017,BPCL26AUG320PE,BPCL,0.0,2026-08-25,320.0,0.05,1975,PE,NFO-OPT,NFO
20228866,79019,BPCL26AUG330CE,BPCL,0.0,2026-08-25,330.0,0.05,1975,CE,NFO-OPT,NFO
20239618,79061,BPCL26AUG330PE,BPCL,0.0,2026-08-25,330.0,0.05,1975,PE,NFO-OPT,NFO
20239874,79062,BPCL26AUG340CE,BPCL,0.0,2026-08-25,340.0,0.05,1975,CE,NFO-OPT,NFO
20240130,79063,BPCL26AUG340PE,BPCL,0.0,2026-08-25,340.0,0.05,1975,PE,NFO-OPT,NFO
20461058,79926,BRITANNIA26JUN5350CE,BRITANNIA,0.0,2026-06-30,5350.0,0.05,125,CE,NFO-OPT,NFO
20461314,79927,BRITANNIA26JUN5350PE,BRITANNIA,0.0,2026-06-30,5350.0,0.05,125,PE,NFO-OPT,NFO
25100802,98050,BRITANNIA26JUN5400CE,BRITANNIA,0.0,2026-06-30,5400.0,0.05,125,CE,NFO-OPT,NFO
25101058,98051,BRITANNIA26JUN5400PE,BRITANNIA,0.0,2026-06-30,5400.0,0.05,125,PE,NFO-OPT,NFO
25100290,98048,BRITANNIA26JUN5300CE,BRITANNIA,0.0,2026-06-30,5300.0,0.05,125,CE,NFO-OPT,NFO
25100546,98049,BRITANNIA26JUN5300PE,BRITANNIA,0.0,2026-06-30,5300.0,0.05,125,PE,NFO-OPT,NFO
20461570,79928,BRITANNIA26JUN5450CE,BRITANNIA,0.0,2026-06-30,5450.0,0.05,125,CE,NFO-OPT,NFO
20461826,79929,BRITANNIA26JUN5450PE,BRITANNIA,0.0,2026-06-30,5450.0,0.05,125,PE,NFO-OPT,NFO
20460546,79924,BRITANNIA26JUN5250CE,BRITANNIA,0.0,2026-06-30,5250.0,0.05,125,CE,NFO-OPT,NFO
20460802,79925,BRITANNIA26JUN5250PE,BRITANNIA,0.0,2026-06-30,5250.0,0.05,125,PE,NFO-OPT,NFO
25101314,98052,BRITANNIA26JUN5500CE,BRITANNIA,0.0,2026-06-30,5500.0,0.05,125,CE,NFO-OPT,NFO
25101570,98053,BRITANNIA26JUN5500PE,BRITANNIA,0.0,2026-06-30,5500.0,0.05,125,PE,NFO-OPT,NFO
25090818,98011,BRITANNIA26JUN5200CE,BRITANNIA,0.0,2026-06-30,5200.0,0.05,125,CE,NFO-OPT,NFO
25100034,98047,BRITANNIA26JUN5200PE,BRITANNIA,0.0,2026-06-30,5200.0,0.05,125,PE,NFO-OPT,NFO
20462082,79930,BRITANNIA26JUN5550CE,BRITANNIA,0.0,2026-06-30,5550.0,0.05,125,CE,NFO-OPT,NFO
20462338,79931,BRITANNIA26JUN5550PE,BRITANNIA,0.0,2026-06-30,5550.0,0.05,125,PE,NFO-OPT,NFO
20460034,79922,BRITANNIA26JUN5150CE,BRITANNIA,0.0,2026-06-30,5150.0,0.05,125,CE,NFO-OPT,NFO
20460290,79923,BRITANNIA26JUN5150PE,BRITANNIA,0.0,2026-06-30,5150.0,0.05,125,PE,NFO-OPT,NFO
25101826,98054,BRITANNIA26JUN5600CE,BRITANNIA,0.0,2026-06-30,5600.0,0.05,125,CE,NFO-OPT,NFO
25102082,98055,BRITANNIA26JUN5600PE,BRITANNIA,0.0,2026-06-30,5600.0,0.05,125,PE,NFO-OPT,NFO
25090306,98009,BRITANNIA26JUN5100CE,BRITANNIA,0.0,2026-06-30,5100.0,0.05,125,CE,NFO-OPT,NFO
25090562,98010,BRITANNIA26JUN5100PE,BRITANNIA,0.0,2026-06-30,5100.0,0.05,125,PE,NFO-OPT,NFO
20462594,79932,BRITANNIA26JUN5650CE,BRITANNIA,0.0,2026-06-30,5650.0,0.05,125,CE,NFO-OPT,NFO
20462850,79933,BRITANNIA26JUN5650PE,BRITANNIA,0.0,2026-06-30,5650.0,0.05,125,PE,NFO-OPT,NFO
20459522,79920,BRITANNIA26JUN5050CE,BRITANNIA,0.0,2026-06-30,5050.0,0.05,125,CE,NFO-OPT,NFO
20459778,79921,BRITANNIA26JUN5050PE,BRITANNIA,0.0,2026-06-30,5050.0,0.05,125,PE,NFO-OPT,NFO
25102338,98056,BRITANNIA26JUN5700CE,BRITANNIA,0.0,2026-06-30,5700.0,0.05,125,CE,NFO-OPT,NFO
25102594,98057,BRITANNIA26JUN5700PE,BRITANNIA,0.0,2026-06-30,5700.0,0.05,125,PE,NFO-OPT,NFO
25089794,98007,BRITANNIA26JUN5000CE,BRITANNIA,0.0,2026-06-30,5000.0,0.05,125,CE,NFO-OPT,NFO
25090050,98008,BRITANNIA26JUN5000PE,BRITANNIA,0.0,2026-06-30,5000.0,0.05,125,PE,NFO-OPT,NFO
20463362,79935,BRITANNIA26JUN5750PE,BRITANNIA,0.0,2026-06-30,5750.0,0.05,125,PE,NFO-OPT,NFO
25108738,98081,BRITANNIA26JUN6700CE,BRITANNIA,0.0,2026-06-30,6700.0,0.05,125,CE,NFO-OPT,NFO
25108994,98082,BRITANNIA26JUN6700PE,BRITANNIA,0.0,2026-06-30,6700.0,0.05,125,PE,NFO-OPT,NFO
25108226,98079,BRITANNIA26JUN6600CE,BRITANNIA,0.0,2026-06-30,6600.0,0.05,125,CE,NFO-OPT,NFO
25108482,98080,BRITANNIA26JUN6600PE,BRITANNIA,0.0,2026-06-30,6600.0,0.05,125,PE,NFO-OPT,NFO
25107714,98077,BRITANNIA26JUN6500CE,BRITANNIA,0.0,2026-06-30,6500.0,0.05,125,CE,NFO-OPT,NFO
25107970,98078,BRITANNIA26JUN6500PE,BRITANNIA,0.0,2026-06-30,6500.0,0.05,125,PE,NFO-OPT,NFO
20468226,79954,BRITANNIA26JUN6450CE,BRITANNIA,0.0,2026-06-30,6450.0,0.05,125,CE,NFO-OPT,NFO
20471810,79968,BRITANNIA26JUN6450PE,BRITANNIA,0.0,2026-06-30,6450.0,0.05,125,PE,NFO-OPT,NFO
25106434,98072,BRITANNIA26JUN6400CE,BRITANNIA,0.0,2026-06-30,6400.0,0.05,125,CE,NFO-OPT,NFO
25106690,98073,BRITANNIA26JUN6400PE,BRITANNIA,0.0,2026-06-30,6400.0,0.05,125,PE,NFO-OPT,NFO
20467458,79951,BRITANNIA26JUN6350CE,BRITANNIA,0.0,2026-06-30,6350.0,0.05,125,CE,NFO-OPT,NFO
20467970,79953,BRITANNIA26JUN6350PE,BRITANNIA,0.0,2026-06-30,6350.0,0.05,125,PE,NFO-OPT,NFO
25105410,98068,BRITANNIA26JUN6300CE,BRITANNIA,0.0,2026-06-30,6300.0,0.05,125,CE,NFO-OPT,NFO
25105666,98069,BRITANNIA26JUN6300PE,BRITANNIA,0.0,2026-06-30,6300.0,0.05,125,PE,NFO-OPT,NFO
20466690,79948,BRITANNIA26JUN6250CE,BRITANNIA,0.0,2026-06-30,6250.0,0.05,125,CE,NFO-OPT,NFO
20467202,79950,BRITANNIA26JUN6250PE,BRITANNIA,0.0,2026-06-30,6250.0,0.05,125,PE,NFO-OPT,NFO
25104898,98066,BRITANNIA26JUN6200CE,BRITANNIA,0.0,2026-06-30,6200.0,0.05,125,CE,NFO-OPT,NFO
25105154,98067,BRITANNIA26JUN6200PE,BRITANNIA,0.0,2026-06-30,6200.0,0.05,125,PE,NFO-OPT,NFO
20466178,79946,BRITANNIA26JUN6150CE,BRITANNIA,0.0,2026-06-30,6150.0,0.05,125,CE,NFO-OPT,NFO
20466434,79947,BRITANNIA26JUN6150PE,BRITANNIA,0.0,2026-06-30,6150.0,0.05,125,PE,NFO-OPT,NFO
25104386,98064,BRITANNIA26JUN6100CE,BRITANNIA,0.0,2026-06-30,6100.0,0.05,125,CE,NFO-OPT,NFO
25104642,98065,BRITANNIA26JUN6100PE,BRITANNIA,0.0,2026-06-30,6100.0,0.05,125,PE,NFO-OPT,NFO
20465666,79944,BRITANNIA26JUN6050CE,BRITANNIA,0.0,2026-06-30,6050.0,0.05,125,CE,NFO-OPT,NFO
20465922,79945,BRITANNIA26JUN6050PE,BRITANNIA,0.0,2026-06-30,6050.0,0.05,125,PE,NFO-OPT,NFO
25103874,98062,BRITANNIA26JUN6000CE,BRITANNIA,0.0,2026-06-30,6000.0,0.05,125,CE,NFO-OPT,NFO
25104130,98063,BRITANNIA26JUN6000PE,BRITANNIA,0.0,2026-06-30,6000.0,0.05,125,PE,NFO-OPT,NFO
20464642,79940,BRITANNIA26JUN5950CE,BRITANNIA,0.0,2026-06-30,5950.0,0.05,125,CE,NFO-OPT,NFO
20464898,79941,BRITANNIA26JUN5950PE,BRITANNIA,0.0,2026-06-30,5950.0,0.05,125,PE,NFO-OPT,NFO
25103362,98060,BRITANNIA26JUN5900CE,BRITANNIA,0.0,2026-06-30,5900.0,0.05,125,CE,NFO-OPT,NFO
25103618,98061,BRITANNIA26JUN5900PE,BRITANNIA,0.0,2026-06-30,5900.0,0.05,125,PE,NFO-OPT,NFO
20464130,79938,BRITANNIA26JUN5850CE,BRITANNIA,0.0,2026-06-30,5850.0,0.05,125,CE,NFO-OPT,NFO
20464386,79939,BRITANNIA26JUN5850PE,BRITANNIA,0.0,2026-06-30,5850.0,0.05,125,PE,NFO-OPT,NFO
25102850,98058,BRITANNIA26JUN5800CE,BRITANNIA,0.0,2026-06-30,5800.0,0.05,125,CE,NFO-OPT,NFO
25103106,98059,BRITANNIA26JUN5800PE,BRITANNIA,0.0,2026-06-30,5800.0,0.05,125,PE,NFO-OPT,NFO
20463106,79934,BRITANNIA26JUN5750CE,BRITANNIA,0.0,2026-06-30,5750.0,0.05,125,CE,NFO-OPT,NFO
20459010,79918,BRITANNIA26JUN4950CE,BRITANNIA,0.0,2026-06-30,4950.0,0.05,125,CE,NFO-OPT,NFO
20459266,79919,BRITANNIA26JUN4950PE,BRITANNIA,0.0,2026-06-30,4950.0,0.05,125,PE,NFO-OPT,NFO
25089282,98005,BRITANNIA26JUN4900CE,BRITANNIA,0.0,2026-06-30,4900.0,0.05,125,CE,NFO-OPT,NFO
25089538,98006,BRITANNIA26JUN4900PE,BRITANNIA,0.0,2026-06-30,4900.0,0.05,125,PE,NFO-OPT,NFO
20458498,79916,BRITANNIA26JUN4850CE,BRITANNIA,0.0,2026-06-30,4850.0,0.05,125,CE,NFO-OPT,NFO
20458754,79917,BRITANNIA26JUN4850PE,BRITANNIA,0.0,2026-06-30,4850.0,0.05,125,PE,NFO-OPT,NFO
25088770,98003,BRITANNIA26JUN4800CE,BRITANNIA,0.0,2026-06-30,4800.0,0.05,125,CE,NFO-OPT,NFO
25089026,98004,BRITANNIA26JUN4800PE,BRITANNIA,0.0,2026-06-30,4800.0,0.05,125,PE,NFO-OPT,NFO
20457986,79914,BRITANNIA26JUN4750CE,BRITANNIA,0.0,2026-06-30,4750.0,0.05,125,CE,NFO-OPT,NFO
20458242,79915,BRITANNIA26JUN4750PE,BRITANNIA,0.0,2026-06-30,4750.0,0.05,125,PE,NFO-OPT,NFO
25086466,97994,BRITANNIA26JUN4700CE,BRITANNIA,0.0,2026-06-30,4700.0,0.05,125,CE,NFO-OPT,NFO
25086722,97995,BRITANNIA26JUN4700PE,BRITANNIA,0.0,2026-06-30,4700.0,0.05,125,PE,NFO-OPT,NFO
25085954,97992,BRITANNIA26JUN4600CE,BRITANNIA,0.0,2026-06-30,4600.0,0.05,125,CE,NFO-OPT,NFO
25086210,97993,BRITANNIA26JUN4600PE,BRITANNIA,0.0,2026-06-30,4600.0,0.05,125,PE,NFO-OPT,NFO
25085442,97990,BRITANNIA26JUN4500CE,BRITANNIA,0.0,2026-06-30,4500.0,0.05,125,CE,NFO-OPT,NFO
25085698,97991,BRITANNIA26JUN4500PE,BRITANNIA,0.0,2026-06-30,4500.0,0.05,125,PE,NFO-OPT,NFO
25084930,97988,BRITANNIA26JUN4400CE,BRITANNIA,0.0,2026-06-30,4400.0,0.05,125,CE,NFO-OPT,NFO
25085186,97989,BRITANNIA26JUN4400PE,BRITANNIA,0.0,2026-06-30,4400.0,0.05,125,PE,NFO-OPT,NFO
20308226,79329,BRITANNIA26JUL4750CE,BRITANNIA,0.0,2026-07-28,4750.0,0.05,125,CE,NFO-OPT,NFO
20308482,79330,BRITANNIA26JUL4750PE,BRITANNIA,0.0,2026-07-28,4750.0,0.05,125,PE,NFO-OPT,NFO
20308738,79331,BRITANNIA26JUL4850CE,BRITANNIA,0.0,2026-07-28,4850.0,0.05,125,CE,NFO-OPT,NFO
20308994,79332,BRITANNIA26JUL4850PE,BRITANNIA,0.0,2026-07-28,4850.0,0.05,125,PE,NFO-OPT,NFO
20309250,79333,BRITANNIA26JUL4950CE,BRITANNIA,0.0,2026-07-28,4950.0,0.05,125,CE,NFO-OPT,NFO
20309506,79334,BRITANNIA26JUL4950PE,BRITANNIA,0.0,2026-07-28,4950.0,0.05,125,PE,NFO-OPT,NFO
20309762,79335,BRITANNIA26JUL5050CE,BRITANNIA,0.0,2026-07-28,5050.0,0.05,125,CE,NFO-OPT,NFO
20313346,79349,BRITANNIA26JUL5050PE,BRITANNIA,0.0,2026-07-28,5050.0,0.05,125,PE,NFO-OPT,NFO
20313602,79350,BRITANNIA26JUL5150CE,BRITANNIA,0.0,2026-07-28,5150.0,0.05,125,CE,NFO-OPT,NFO
20313858,79351,BRITANNIA26JUL5150PE,BRITANNIA,0.0,2026-07-28,5150.0,0.05,125,PE,NFO-OPT,NFO
20314114,79352,BRITANNIA26JUL5250CE,BRITANNIA,0.0,2026-07-28,5250.0,0.05,125,CE,NFO-OPT,NFO
20315906,79359,BRITANNIA26JUL5250PE,BRITANNIA,0.0,2026-07-28,5250.0,0.05,125,PE,NFO-OPT,NFO
20316162,79360,BRITANNIA26JUL5350CE,BRITANNIA,0.0,2026-07-28,5350.0,0.05,125,CE,NFO-OPT,NFO
20316418,79361,BRITANNIA26JUL5350PE,BRITANNIA,0.0,2026-07-28,5350.0,0.05,125,PE,NFO-OPT,NFO
20330242,79415,BRITANNIA26JUL5450CE,BRITANNIA,0.0,2026-07-28,5450.0,0.05,125,CE,NFO-OPT,NFO
20330498,79416,BRITANNIA26JUL5450PE,BRITANNIA,0.0,2026-07-28,5450.0,0.05,125,PE,NFO-OPT,NFO
20331010,79418,BRITANNIA26JUL5550CE,BRITANNIA,0.0,2026-07-28,5550.0,0.05,125,CE,NFO-OPT,NFO
20331266,79419,BRITANNIA26JUL5550PE,BRITANNIA,0.0,2026-07-28,5550.0,0.05,125,PE,NFO-OPT,NFO
20331778,79421,BRITANNIA26JUL5650CE,BRITANNIA,0.0,2026-07-28,5650.0,0.05,125,CE,NFO-OPT,NFO
20332034,79422,BRITANNIA26JUL5650PE,BRITANNIA,0.0,2026-07-28,5650.0,0.05,125,PE,NFO-OPT,NFO
20335106,79434,BRITANNIA26JUL5750CE,BRITANNIA,0.0,2026-07-28,5750.0,0.05,125,CE,NFO-OPT,NFO
20335362,79435,BRITANNIA26JUL5750PE,BRITANNIA,0.0,2026-07-28,5750.0,0.05,125,PE,NFO-OPT,NFO
20340994,79457,BRITANNIA26JUL5850CE,BRITANNIA,0.0,2026-07-28,5850.0,0.05,125,CE,NFO-OPT,NFO
20341250,79458,BRITANNIA26JUL5850PE,BRITANNIA,0.0,2026-07-28,5850.0,0.05,125,PE,NFO-OPT,NFO
20348674,79487,BRITANNIA26JUL5950CE,BRITANNIA,0.0,2026-07-28,5950.0,0.05,125,CE,NFO-OPT,NFO
20348930,79488,BRITANNIA26JUL5950PE,BRITANNIA,0.0,2026-07-28,5950.0,0.05,125,PE,NFO-OPT,NFO
20491778,80046,BRITANNIA26JUL4400CE,BRITANNIA,0.0,2026-07-28,4400.0,0.05,125,CE,NFO-OPT,NFO
20492802,80050,BRITANNIA26JUL4400PE,BRITANNIA,0.0,2026-07-28,4400.0,0.05,125,PE,NFO-OPT,NFO
20493058,80051,BRITANNIA26JUL4500CE,BRITANNIA,0.0,2026-07-28,4500.0,0.05,125,CE,NFO-OPT,NFO
20494082,80055,BRITANNIA26JUL4500PE,BRITANNIA,0.0,2026-07-28,4500.0,0.05,125,PE,NFO-OPT,NFO
20494850,80058,BRITANNIA26JUL4600CE,BRITANNIA,0.0,2026-07-28,4600.0,0.05,125,CE,NFO-OPT,NFO
20498946,80074,BRITANNIA26JUL4600PE,BRITANNIA,0.0,2026-07-28,4600.0,0.05,125,PE,NFO-OPT,NFO
20499202,80075,BRITANNIA26JUL4700CE,BRITANNIA,0.0,2026-07-28,4700.0,0.05,125,CE,NFO-OPT,NFO
20499458,80076,BRITANNIA26JUL4700PE,BRITANNIA,0.0,2026-07-28,4700.0,0.05,125,PE,NFO-OPT,NFO
20499714,80077,BRITANNIA26JUL4800CE,BRITANNIA,0.0,2026-07-28,4800.0,0.05,125,CE,NFO-OPT,NFO
20533762,80210,BRITANNIA26JUL4800PE,BRITANNIA,0.0,2026-07-28,4800.0,0.05,125,PE,NFO-OPT,NFO
20534018,80211,BRITANNIA26JUL4900CE,BRITANNIA,0.0,2026-07-28,4900.0,0.05,125,CE,NFO-OPT,NFO
20534274,80212,BRITANNIA26JUL4900PE,BRITANNIA,0.0,2026-07-28,4900.0,0.05,125,PE,NFO-OPT,NFO
20534530,80213,BRITANNIA26JUL5000CE,BRITANNIA,0.0,2026-07-28,5000.0,0.05,125,CE,NFO-OPT,NFO
20534786,80214,BRITANNIA26JUL5000PE,BRITANNIA,0.0,2026-07-28,5000.0,0.05,125,PE,NFO-OPT,NFO
20535042,80215,BRITANNIA26JUL5100CE,BRITANNIA,0.0,2026-07-28,5100.0,0.05,125,CE,NFO-OPT,NFO
20535298,80216,BRITANNIA26JUL5100PE,BRITANNIA,0.0,2026-07-28,5100.0,0.05,125,PE,NFO-OPT,NFO
20535554,80217,BRITANNIA26JUL5200CE,BRITANNIA,0.0,2026-07-28,5200.0,0.05,125,CE,NFO-OPT,NFO
20538370,80228,BRITANNIA26JUL5200PE,BRITANNIA,0.0,2026-07-28,5200.0,0.05,125,PE,NFO-OPT,NFO
20538626,80229,BRITANNIA26JUL5300CE,BRITANNIA,0.0,2026-07-28,5300.0,0.05,125,CE,NFO-OPT,NFO
20538882,80230,BRITANNIA26JUL5300PE,BRITANNIA,0.0,2026-07-28,5300.0,0.05,125,PE,NFO-OPT,NFO
20539138,80231,BRITANNIA26JUL5400CE,BRITANNIA,0.0,2026-07-28,5400.0,0.05,125,CE,NFO-OPT,NFO
20539394,80232,BRITANNIA26JUL5400PE,BRITANNIA,0.0,2026-07-28,5400.0,0.05,125,PE,NFO-OPT,NFO
20539650,80233,BRITANNIA26JUL5500CE,BRITANNIA,0.0,2026-07-28,5500.0,0.05,125,CE,NFO-OPT,NFO
20539906,80234,BRITANNIA26JUL5500PE,BRITANNIA,0.0,2026-07-28,5500.0,0.05,125,PE,NFO-OPT,NFO
20540162,80235,BRITANNIA26JUL5600CE,BRITANNIA,0.0,2026-07-28,5600.0,0.05,125,CE,NFO-OPT,NFO
20597506,80459,BRITANNIA26JUL5600PE,BRITANNIA,0.0,2026-07-28,5600.0,0.05,125,PE,NFO-OPT,NFO
20599042,80465,BRITANNIA26JUL5700CE,BRITANNIA,0.0,2026-07-28,5700.0,0.05,125,CE,NFO-OPT,NFO
20599298,80466,BRITANNIA26JUL5700PE,BRITANNIA,0.0,2026-07-28,5700.0,0.05,125,PE,NFO-OPT,NFO
20605698,80491,BRITANNIA26JUL5800CE,BRITANNIA,0.0,2026-07-28,5800.0,0.05,125,CE,NFO-OPT,NFO
20605954,80492,BRITANNIA26JUL5800PE,BRITANNIA,0.0,2026-07-28,5800.0,0.05,125,PE,NFO-OPT,NFO
20606210,80493,BRITANNIA26JUL5900CE,BRITANNIA,0.0,2026-07-28,5900.0,0.05,125,CE,NFO-OPT,NFO
20606466,80494,BRITANNIA26JUL5900PE,BRITANNIA,0.0,2026-07-28,5900.0,0.05,125,PE,NFO-OPT,NFO
20606722,80495,BRITANNIA26JUL6000CE,BRITANNIA,0.0,2026-07-28,6000.0,0.05,125,CE,NFO-OPT,NFO
20606978,80496,BRITANNIA26JUL6000PE,BRITANNIA,0.0,2026-07-28,6000.0,0.05,125,PE,NFO-OPT,NFO
20607234,80497,BRITANNIA26JUL6100CE,BRITANNIA,0.0,2026-07-28,6100.0,0.05,125,CE,NFO-OPT,NFO
20607490,80498,BRITANNIA26JUL6100PE,BRITANNIA,0.0,2026-07-28,6100.0,0.05,125,PE,NFO-OPT,NFO
20607746,80499,BRITANNIA26JUL6200CE,BRITANNIA,0.0,2026-07-28,6200.0,0.05,125,CE,NFO-OPT,NFO
20608002,80500,BRITANNIA26JUL6200PE,BRITANNIA,0.0,2026-07-28,6200.0,0.05,125,PE,NFO-OPT,NFO
20608258,80501,BRITANNIA26JUL6300CE,BRITANNIA,0.0,2026-07-28,6300.0,0.05,125,CE,NFO-OPT,NFO
20608514,80502,BRITANNIA26JUL6300PE,BRITANNIA,0.0,2026-07-28,6300.0,0.05,125,PE,NFO-OPT,NFO
20608770,80503,BRITANNIA26JUL6400CE,BRITANNIA,0.0,2026-07-28,6400.0,0.05,125,CE,NFO-OPT,NFO
20609026,80504,BRITANNIA26JUL6400PE,BRITANNIA,0.0,2026-07-28,6400.0,0.05,125,PE,NFO-OPT,NFO
20609794,80507,BRITANNIA26JUL6600CE,BRITANNIA,0.0,2026-07-28,6600.0,0.05,125,CE,NFO-OPT,NFO
20610050,80508,BRITANNIA26JUL6600PE,BRITANNIA,0.0,2026-07-28,6600.0,0.05,125,PE,NFO-OPT,NFO
20392706,79659,BRITANNIA26AUG4600CE,BRITANNIA,0.0,2026-08-25,4600.0,0.05,125,CE,NFO-OPT,NFO
20392962,79660,BRITANNIA26AUG4600PE,BRITANNIA,0.0,2026-08-25,4600.0,0.05,125,PE,NFO-OPT,NFO
20393218,79661,BRITANNIA26AUG4700CE,BRITANNIA,0.0,2026-08-25,4700.0,0.05,125,CE,NFO-OPT,NFO
20393474,79662,BRITANNIA26AUG4700PE,BRITANNIA,0.0,2026-08-25,4700.0,0.05,125,PE,NFO-OPT,NFO
20393730,79663,BRITANNIA26AUG4800CE,BRITANNIA,0.0,2026-08-25,4800.0,0.05,125,CE,NFO-OPT,NFO
20393986,79664,BRITANNIA26AUG4800PE,BRITANNIA,0.0,2026-08-25,4800.0,0.05,125,PE,NFO-OPT,NFO
20394242,79665,BRITANNIA26AUG4900CE,BRITANNIA,0.0,2026-08-25,4900.0,0.05,125,CE,NFO-OPT,NFO
20394498,79666,BRITANNIA26AUG4900PE,BRITANNIA,0.0,2026-08-25,4900.0,0.05,125,PE,NFO-OPT,NFO
20394754,79667,BRITANNIA26AUG5000CE,BRITANNIA,0.0,2026-08-25,5000.0,0.05,125,CE,NFO-OPT,NFO
20395010,79668,BRITANNIA26AUG5000PE,BRITANNIA,0.0,2026-08-25,5000.0,0.05,125,PE,NFO-OPT,NFO
20395266,79669,BRITANNIA26AUG5100CE,BRITANNIA,0.0,2026-08-25,5100.0,0.05,125,CE,NFO-OPT,NFO
20395522,79670,BRITANNIA26AUG5100PE,BRITANNIA,0.0,2026-08-25,5100.0,0.05,125,PE,NFO-OPT,NFO
20395778,79671,BRITANNIA26AUG5200CE,BRITANNIA,0.0,2026-08-25,5200.0,0.05,125,CE,NFO-OPT,NFO
20396034,79672,BRITANNIA26AUG5200PE,BRITANNIA,0.0,2026-08-25,5200.0,0.05,125,PE,NFO-OPT,NFO
20396290,79673,BRITANNIA26AUG5300CE,BRITANNIA,0.0,2026-08-25,5300.0,0.05,125,CE,NFO-OPT,NFO
20396546,79674,BRITANNIA26AUG5300PE,BRITANNIA,0.0,2026-08-25,5300.0,0.05,125,PE,NFO-OPT,NFO
20396802,79675,BRITANNIA26AUG5400CE,BRITANNIA,0.0,2026-08-25,5400.0,0.05,125,CE,NFO-OPT,NFO
20397058,79676,BRITANNIA26AUG5400PE,BRITANNIA,0.0,2026-08-25,5400.0,0.05,125,PE,NFO-OPT,NFO
20397314,79677,BRITANNIA26AUG5500CE,BRITANNIA,0.0,2026-08-25,5500.0,0.05,125,CE,NFO-OPT,NFO
20397570,79678,BRITANNIA26AUG5500PE,BRITANNIA,0.0,2026-08-25,5500.0,0.05,125,PE,NFO-OPT,NFO
20397826,79679,BRITANNIA26AUG5600CE,BRITANNIA,0.0,2026-08-25,5600.0,0.05,125,CE,NFO-OPT,NFO
20399618,79686,BRITANNIA26AUG5600PE,BRITANNIA,0.0,2026-08-25,5600.0,0.05,125,PE,NFO-OPT,NFO
20399874,79687,BRITANNIA26AUG5700CE,BRITANNIA,0.0,2026-08-25,5700.0,0.05,125,CE,NFO-OPT,NFO
20400130,79688,BRITANNIA26AUG5700PE,BRITANNIA,0.0,2026-08-25,5700.0,0.05,125,PE,NFO-OPT,NFO
20400386,79689,BRITANNIA26AUG5800CE,BRITANNIA,0.0,2026-08-25,5800.0,0.05,125,CE,NFO-OPT,NFO
